Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
quest.reward.research.discover,Új Kutatás: <b>{0}</b>,2022-09-20,Displayed in a list of rewards. This will reveal a new research tree branch. {0} is the technology name.
quest.reward.research.progress,Kutatás folyamatban: <b>{0}</b>: <b>+{1}</b>,,"Example: ""Research Progress: Biotech: +20%"""
quest.reward.research.unlock,Kutatás kifejlesztése: <b>{0}</b>,,Displayed in list of rewards. This will unlock a technology with name {0}
quest.rewards,Jutalmak,,
quest.set.active,Állítsd aktívra,,"Displayed on a small button, should be short"
quest.show,Mutasd a küldetést,,
quest.show.all,Mutasd a küldetéseket,,
quest.step.approach.derelict.ship,<b>Elhagyatott hajó</b> megközelítése,,
quest.step.approach.derelict.ship.tip,"Nyisd meg a <b>Csillagtérképet</b>, és hajtsd végre a <b>Megközelítés</b> műveletet az elhagyott hajón.",,
quest.step.build.many,Építs: <b>{0} {1}</b>,,"{0} will be a multiplier, {1} will be the device name. Example: ""Build <b>x2 Matter Reactor</b>"""
quest.step.build.one,Építs: <b>{0}</b>,,"{0} will be the device name. Example: ""Build a <b>Matter Reactor</b>"""
quest.step.build.tip,Ennek az elemnek a tervrajzát az <b>Eszközmenüben</b> találod:<br>{0},2023-08-16,
quest.step.build.tip.search,"Tipp: Használd a <b>Gyorskeresőt</b> ({0}), hogy <b>megkeresd a tervrajzot</b> a nevének beírásával.",,
quest.step.chain.connectors,Építs egy Csatlakozó hálózatot,,
quest.step.colonize,Kolonizálj egy <b>Lakható Bolygót</b>,2022-09-26,
quest.step.colonize.tip,"Ez a fő célunk. Egy teljesen terraformált bolygón kell letelepednünk, és hagynunk kell telepeseinket boldog életet élni.<br><br>A cél elérése után továbbra is folytathatjuk utunkat.",,
quest.step.completed,<b>[{0}/{1}] kész</b>: {2},2022-09-21,"{0}/{1} will be numbers. {2} will be a task from the quest., Example: ""<b>Done [4/8]: Build a Matter Reactor"""
quest.step.configure.crafter,Kezd el gyártani: <b>{0}</b>,,
quest.step.configure.crafter.tip,"Válassz ki egy <b>{0}</b>-t, és állítsd be a(z) <b>{1}</b> előállításához. Előfordulhat, hogy növelned kell a célmennyiséget, különben az eszköz tétlen marad.",,
quest.step.connect.to,Csatlakozz a következőhöz: <b>{0}</b>,,"{0} will be a device name, i.e. Connect to the Stasis Array"
quest.step.enclose,Mellékel a következőt: <b>{0}</b>,2022-09-23,"{0} is the device name (i.e. Stasis Array). Context: It will ask the player to enclose the device with walls, close all doors, vents and repair the damage. Tooltip below will explain it."
quest.step.enclose.tip,"Építs <b>falakat</b> és <b>burkolatokat</b>, hogy teljesen zárt helyiséget hozz létre a <b>{0}</b> körül.<br><br>Nyisd meg a <b>Szobák</b> Nézetet a jelenleg zárt területek listájának megtekintéséhez.",2022-09-23,{0} is the device name (i.e. Stasis Array)
quest.step.find.habitable.planet,Fedezzen fel egy <b>Lakható Bolygót</b>,,
quest.step.find.habitable.planet.tip,"Használd a <b>Teleszkópot</b>, hogy az Univerzumban keress egy <b>Lakható Bolygót</b>. Miután megtaláltad, állítsd be az irányt, és kezd el a <b>Terraformálás</b> kutatását.",,
quest.step.hail.a.merchant,Hívj egy kereskedőt,,
quest.step.hail.a.merchant.tip,"A <b>Kommunikátor</b> segítségével aktiváld a <b>Kereskedő Jeladót</b>. Győződj meg arról, hogy a kommunikátorhoz emberek is hozzáférnek, mert ők fognak beszélni helyetted.",,
quest.step.have.on.grid.many,Építsd fel és Csatlakoztass <b>{0} {1}</b> elemet,,"{0} will be a multiplier, {1} will be the device name. Example: ""Build and Connect <b>x2 Matter Reactor</b>"""
quest.step.have.on.grid.one,Építs és csatlakoztass egy ilyet: <b>{0}</b>,,"{0} will be the device name. Example: ""Build and Connect a <b>Matter Reactor</b>"""
quest.step.have.one.section,Csatlakoztasd az összes hajórészt,,
quest.step.have.one.section.tip,"Ahhoz, hogy az űrben utazhassunk, a hajónknak egy darabban kell lennie. Használd a <b>Csörlőhorgot</b> és a <b>Csörlőhorgonyt</b>, vagy építs burkolatot a különálló szakaszok egyesítéséhez. További információért tekintsd meg a <b>Szekciók</b> Nézetet.",,
quest.step.make.accessible,Tedd hozzáférhetővé az alábbit: {0},,{0} is the device name (i.e. Stasis Array)
quest.step.make.accessible.tip,"Egy terület hozzáférhetővé tételéhez legalább egy <b>Ajtóval</b> kell rendelkeznie. Az ajtónak végül <b>kijáratot kell biztosítania</b>.<br><br>Használd a <b>Szobák</b> Nézetet, hogy megnézd, mely területek nem érhetők el kívülről.",,
quest.step.make.airtight,Helyezd nyomás alá a szobát ahol a {0} található,,{0} is the device name (i.e. Stasis Array)
quest.step.make.airtight.tip,"A helyiség nyomás alá helyezéséhez:<br> - <b>Javítsd meg</b> a sérült szerkezetet<br> - <b>Csatlakoztasd</b> az összes <b>Ajtót</b> és <b>Szellőzőnyílást</b> az elektromos hálózata<br> - <b>Zárd be</b> a Szellőzőnyílásokat, ha azok az űr felé néznek.<br><br>Tájékozódj a <b>Légzártság</b>, <b>Szigetelés</b> és <b>Szobák</b> Nézetekben további információért.",,
quest.step.make.ship.flight.ready,Készítsd fel a hajót repülésre,,
quest.step.make.ship.flight.ready.tip,"Végezd el a repülési készenléti ellenőrzéseket a <b>{0}</b> Nézetben, és győződj meg arról, hogy készen állunk a <b>Bolygóközi Repülésre</b>.",,
quest.step.optional,Választható,,
quest.step.produce.many,Készíts: <b>{0} {1}</b>,,
quest.step.produce.one,Készíts egy ilyet: <b>{0}</b>,,
quest.step.produce.tip,Módszerek <b>{0}</b> készítéshez:{1},,
quest.step.reach.so.type,Menj ide: <b>{0}</b>,,
quest.step.reach.so.type.tip,"Várj, amíg a hajó megérkezik ide: <b>{0}</b>. Ha a hajó nincs mozgásban, ellenőrizd, hogy a hajó még mindig repülés kész állapotban van-e, nincs-e áramhiány, a cél még mindig be van-e állítva, és hogy a <b>{1}nek</b> ember pilótája van-e.",,
quest.step.research,<b>{0}</b> kutatás,,"This line will ask the player to research a technology. I.e. ""Research <b>Biotech</b>"""
quest.step.research.tip,{0} kifejlesztése a <b>Kutatási Adatbázisban</b>. Használhatod a <b>Keresés</b> gombbot a megtalálásához.,2023-08-08,"{0} will be chain of research items, i.e. ""Biotech > Vegetarian Food"""
quest.step.set.dest.type,Cél beállítása: <b>{0}</b>,,
quest.step.set.dest.type.tip,"Nyisd meg a <b>Csillagtérképet</b>, kattints egy <b>{0}</b> elemre, és válaszd a következő lehetőséget: <b>{1}</b>.",,
quest.step.set.ship.forward.direction,Állítsd be a Hajó Elejének Irányát,,
quest.step.set.ship.forward.direction.tip,"Nyisd meg a <b>{0}</b> Nézetet, és válaszd ki a hajó <b>Elejének Irányát</b>. Ennek ellentétesnek kell lennie azzal, ahol amerre a hajtóművek néznek, de áthelyezheti a hajtóműveket, és kiválaszthatod a kívánt irányt.",,
quest.step.start.expedition,Indíts egy expedíciót,,
quest.step.start.expedition.tip,"Nyisd meg a <b>Csillagtérképet</b>, majd kattints a közeli bolygóra, és válaszd a következő lehetőséget: <b>{0}</b>. Miután az expedíció elvégzett némi munkát, nyisd meg az <b>Expedíció vezérlést</b> az Expedíció nevére kattintva az Eseménypanelen, <b>hívd vissza az expedíciót</b>, és várd meg, hogy az <b>űrsikló</b> visszatérjen.",2023-09-02,
quest.step.terraform,<b>{0}</b> terraformálása,,
quest.step.terraform.tip,A(z) <b>{0}</b> terraformálásához a <b>{1}</b>-t egy terraformálható bolygó közelében kell használni.,,"{0} will be the terraforming type (i.e. Biosphere), {1} will be device name (i.e. Biosphere Generator)"
quest.tasks.completed,Befejezett feladatok,,
quest.tasks.current,Jelenlegi feladatok,,
quest.tasks.failed,Sikertelen feladatok,,
quest.VisitAnotherSystem,Látogass meg egy másik csillagrendszert,,
quest.VisitAnotherSystem.desc,"Miután befejeztük a jelenlegi rendszer feltárását, csillagközi utazást kellene tennünk, meglátogatva egy új csillagrendszert.",,
quests,Küldetések,,
quests.active,Aktív,,"Appears on buttons that switch tabs, should be short"
quests.available,Elérhető,,"Appears on buttons that switch tabs, should be short"
quests.completed,Teljesített,,"Appears on buttons that switch tabs, should be short"
quests.failed,Sikertelen,,"Appears on buttons that switch tabs, should be short"
quests.list.available,Elérhető küldetések,2022-09-21,Used as a list header for this quest type
quests.list.completed,Teljesített küldetések,2022-09-21,Used as a list header for this quest type
quests.list.current,Jelenlegi küldetések,,
quests.list.failed,Sikertelen küldetések,2022-09-21,Used as a list header for this quest type
quick.search.tip.research,Írjd be a keresni kívánt kutatási ág vagy eszköz nevét.,,
quick.search.tip.starmap,Írd be az űrobjektum nevét amit meg szeretnél találni.,,
radar,Radar,,
radar.not.available,A Radar jelenleg nem elérhető,,
raid,Támadás,,
raid.avoided,Jó hír emberek! Sikerült elkerülnünk a támadást!,,
random.color,Véletlenszerű Szín,,
randomize,Véletlenszerű,,
range,Hatótáv,,
reach.work.spot,Érd el a Munkaállomást,,
reactor,Reaktor,,
reactor.efficiency,Reaktor hatásfoka,,
reactor.efficiency.desc,"Relatív szám, amely azt mutatja meg, hogy ez a reaktor milyen hatékonyan alakítja át az üzemanyagot villamos energiává. A nagyobb hatásfok mellett ugyanannyi üzemanyagot éget el, és idővel több áramot termel. A különböző típusú reaktorok eltérő hatásfokkal rendelkeznek. A hatékonyságot növelni lehet fejlesztési modulok telepítésével.",,
ready,Kész,,
ready.for.expedition,Expedícióra Készen,,
ready.to.retry,Újrapróbálkozásra Készen,,
rebuild.graphics.cache,Grafikai gyorsítótár újraépítése,,
rebuild.graphics.cache.tip,"Ha néhány sprite hiányzik vagy hibásan jelenik meg, a grafikus gyorsítótár újraépítése segíthet. A gomb megnyomásával a következő mappa törlődik:<br><br><b>{0}</b>",,
recently.cancelled.by.someone,Nemrég lemondta valaki más,,
recharge,Feltöltés,,
recover,Megszerez,,
reel.in,Behúzás,,
refill,Újratölt,,
refill.pet.bowl,Újratölti az Etető Tálat,,
refill.priority,Újratöltés Prioritása,,
refill.priority.help,"Az újratöltési prioritás meghatározza az objektum automatikus újratöltésének fontosságát, ha a készlet kifogy. A 0 teljesen megakadályozza az újratöltést, míg a 9 a legfontosabb.",,
refine,Finomít,,
refining.now,{0} finomítása,,
refocus,Fókuszálás újra,,Used on a button that finds your space ship in the starmap. It focuses the camera on your ship. Also used in Researc Tree to quickly find and focus the camera on the technology that you are currently researching. Should be short.
refresh,Frissít,,Verb. Used on a button that refreshes some list of items. Should be short.
refridgerator,Hűtő,,
reject,Elutasítva,,
rejected.by.worker,Elutasított,,
relationships,Kapcsolatok,,
relocate,Áthelyezés,,
relocation.pending,Áthelyezés függőben,,
remove,Eltávolít,,
remove.from.queue,Listáról Töröl,,
rename,Átnevez,,
repair,Javít,,
repairing,Javít,,
repeat,Megismétel,,
replace,Kicserél,,
replace.object,Objektum cseréje,,
replacement.in.progress,Csere folyamatban,,
report.no.forum.post.warn,A beérkező jelentések nagy száma miatt <b>a Steam Fórumok megfelelő téma nélküli problémák feldolgozása tovább tart!</b>,,
req.material,Szükséges: {0},,
req.nav.flight,Szükséges a repülés képesség,,
req.skill,Képesség szükséges: {0},,
request.count,Kérések száma,,A label for a number that shows how many times something was requested from a worker.
request.merchant.type,Válassz kereskedő típust,,
request.wake.up,Ébresszen fel valakit,,
required.for.building,Az alábbiak építéséhez szükséges:,,
required.for.building.num,{0} tervrajz készítéséhez szükséges,,
required.for.crafting,Az alábbiak készítéséhez szükséges:,,
required.for.crafting.num,{0} elem elkészítéséhez szükséges,,
required.material,Szükséges: {0},,
required.skills,Szükséges Készségek,,
requires.oxygen,Oxigént Igényel,,
rescue.being,{0} megmentése,,{0} will be the name of the being
rescue.grounded.in.space,Az űrben rekedt lény megmentése,,
research.advancedgpu,Fejlett GPU,,
research.atmospherecontrol,Szellőzési technológiák,,
research.atmospherecontroladvanced,Fejlett légköri vezérlés,,
research.atmospheregeneration,Légkör generáció,,
research.autodoc,AutoDoki,,
research.autokitchen,Auto Konyha,,
research.autopilot,Pilóta automatizáció,,
research.base,Bázis,,
research.biospheregeneration,Bioszféra generáció,,
research.biotech,Biotechnológia,,
research.blackholes,Fekete lyuk technológiák,,
research.blocked,Kutatás blokkolva,,
research.cancel,Kutatás Szüneteltetése,,
research.cannot.unload.unlock.effects,Nem lehet törölni ezt a kutatást a visszafordíthatatlan kifejlesztési effektjének következtében.,,
research.cant.do.parallel,Nincs elég erőforrás a <b>Párhuzamos Kutatáshoz</b>:<br>{0},,"{0} will be something like ""Research lacks Memory or Disk"". Displayed if multiple research items are running and this one cannot reserve the resources"
research.carrier,Szállító,,
research.cleaningbot,Takarítórobot,,
research.cloning,Klónozás,,
research.clothing,Ruházkodás,,
research.coffee,Kávé,,
research.communications,Kommunikáció,,
research.complete,A kutatás befejeződött: <nobr><b>{0}</b></nobr><br>Feloldott új tervrajzok: {1},,
research.complete.no.unlockables,A kutatás befejeződött: <nobr><b>{0}</b></nobr>,,
research.computing,Számítástechnika,,
research.computing.cpu,CPU,,
research.computing.cpuimproved,Tökéletesített CPU,,
research.computing.disk,Háttértároló,,
research.computing.diskcompression,Háttértároló tömörítés,,
research.computing.diskimproved,Tökéletesített háttértároló,,
research.computing.gpu,GPU,,
research.computing.gpuimproved,Tökéletesített GPU,,
research.computing.heatsink,Hűtőborda,,
research.computing.highavailability,Magas rendelkezésre állás,,
research.computing.highavailabilityadvanced,Javított magas rendelkezésre állás,,
research.computing.highavailabilityimproved,Tökéletesített magas rendelkezésre állás,,
research.computing.memory,Memória,,
research.computing.memorycompression,Memória tömörítés,,
research.computing.memoryimproved,Tökéletesített memória,,
research.computing.research,Alapvető kutatás,,
research.computing.researchadvanced,Fejlett kutatás,,
research.computing.researchquantum,Kvantum kutatás,,
research.computing.researchstation,Kutató állomás,,
research.computingadvanced,Fejlett Számítástechnika,,
research.construction,Építkezés,,
research.construction.atmospherecontrolreinforced,Fejlett ventillációs technológiák,,
research.construction.emblemfloors,Jelkép burkolat,,
research.construction.emblemfloorsreinforced,Megerősített jelkép burkolat,,
research.construction.glass,Üveg struktúrák,,
research.construction.glassreinforced,Megerősített üveg,,
research.construction.habitation,Lakhatás,,
research.construction.habitationglass,Beltéri üvegstruktúrák,,
research.construction.lighting,Beépített világítás,,
research.construction.speed,Alapvető építési instrukciók,,
research.construction.speed2,Építéstechnikai kiképzés,,
research.construction.speed3,Fejlett építési technikák,,
research.construction.speed4,Tökéletesített architektúrális módszerek,,
research.construction.structure,Alapvető űrstruktúrális elemek,,
research.construction.structurearmored,Páncélozott struktúrák,,
research.construction.structurereinforced,Megerősített űrstruktúrák,,
research.constructionadvanced,Fejlett Építkezés,,
research.constructionspeed,Építési Sebesség x2,2022-05-30,
research.constructionspeed2,Építési Sebesség x4,2022-05-30,
research.constructionspeed3,Építési Sebesség x8,2022-05-30,
research.cooling,Hűtés,,"Label on research technology node that contains devices like ""cooler"" and ""heat sink"""
