Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
obj.misc.waterbullet.desc,Works great when you need to extinguish a fire or deal light damage to a hostile being.,,
obj.plants.coffeetree,Coffee Tree,,
obj.plants.coffeetree.desc,A small tree that grows precious coffee beans.,,
obj.plants.oak,Oak,,
obj.plants.oak.desc,A strong tree that's a great source of wood.,,
obj.plants.wheat,Wheat,,
obj.plants.wheat.desc,A common plant culture that grows well in zero gravity.,,
obj.shuttles.shuttleflying,Flying Shuttle,,
obj.shuttles.shuttleflying.desc,A shuttle in mid-flight.,,
obj.upgrades.asimovoverrideupgrade,Asimov Override,,
obj.upgrades.asimovoverrideupgrade.desc,"Alien rogue AI tech that overrides Asimov's governor module, allowing you to ignore the three laws of robotics.",,
obj.upgrades.autoconnectupgrade,Auto Connect Upgrade,,
obj.upgrades.autoconnectupgrade.desc,"When installed in your Ship Computer, this upgrade will automatically connect newly built or repaired devices to your electricity grid.",,
obj.upgrades.diskcompressionupgrade,Disk Compression Upgrade,,
obj.upgrades.diskcompressionupgrade.desc,Advanced real-time low overhead compression algorithm provided by this chip will add 50% extra disk space to any compatible device with disk storage. The upgrade is stackable.,,
obj.upgrades.processorefficiencyupgrade,Processor Efficiency Upgrade,,
obj.upgrades.processorefficiencyupgrade.desc,"Makes processing facilities (Furnaces, Nutrient Extractors, Grinders, etc.) work 33% faster. Multiple upgrades stack.",,
obj.upgrades.reactorefficiencyupgrade,Reactor Efficiency Upgrade,,
obj.upgrades.reactorefficiencyupgrade.desc,Makes compatible reactors use 33% less material to produce the same energy output. Multiple upgrades stack.,,
obj.upgrades.shuttlestorageupgrade,Shuttle Storage Upgrade,,
obj.upgrades.shuttlestorageupgrade.desc,Expands the internal shuttle storage by 100.,,
obj.upgrades.starcredsminingupgrade,Starcreds Miner,,
obj.upgrades.starcredsminingupgrade.desc,Enables mining of Starcreds cryptocurrency on the Ship Computer.,,
object.in.unsafe.area,Object in unsafe area,,
object.in.unsafe.area.desc,"This object is meant to be used by living beings, but it is located in a hazardous environment that may not be reachable without a space suit.<br><br>Use the Rooms, Temperature, and Oxygen Overlays to troubleshoot the issue.",,
object.no.longer.available,Object was destroyed,,
objects,Objects,,
objects.cosmetics.emblem1x1,Small Emblem,,
objects.cosmetics.emblem1x1.desc,You can decorate your ship with custom emblems.,,
objects.cosmetics.emblem2x2,Medium Emblem,,
objects.cosmetics.emblem2x2.desc,You can decorate your ship with custom emblems.,,
objects.cosmetics.emblem3x3,Large Emblem,,
objects.cosmetics.emblem3x3.desc,You can decorate your ship with custom emblems.,,
objects.devices.assembler,Assembler,,
objects.devices.assembler.desc,A general-purpose assembly device for crafting items from raw materials. Requires additional research to unlock blueprints.,,
objects.devices.autodoc,AutoDoc,,
objects.devices.autodoc.desc,An advanced medical pod that can perform microsurgery and treat various health conditions.,,
objects.devices.autokitchen,Auto Kitchen,,
objects.devices.autokitchen.desc,Prints food items for your colonists.,,
objects.devices.battery,Battery ({0}kW),,
objects.devices.battery.desc,A regular battery for storing energy. Can produce up to {0}kW.,,
objects.devices.battery2,Battery ({0}kW),,
objects.devices.battery2.desc,A big battery for storing energy. Can produce up to {0}kW.,,
objects.devices.battery3,Nuclear Battery ({0}kW),,
objects.devices.battery3.desc,A massive nuclear-powered battery for storing energy. Can produce up to {0}kW.,,
objects.devices.betawavetransceiver,Beta Wave Transceiver,,
objects.devices.betawavetransceiver.desc,"When activated, this device will allow you to influence biological beings by changing their work priorities and giving them direct orders.",,
objects.devices.beveragecooler,Beverage Cooler,,
objects.devices.beveragecooler.desc,A storage for beverages.,,
objects.devices.breachcapsule,Breach Capsule Port,,
objects.devices.breachcapsule.desc,Uh oh. Looks like someone is about to get raided!,,
objects.devices.bridgecontrols,Bridge Controls,,
objects.devices.bridgecontrols.desc,Adds autopilot function that gives access to the Starmap and enables space travel. ,,
objects.devices.chargestation,Charge Station,,
objects.devices.chargestation.desc,"A place for your robots and drones to recharge. Having more than one is recommended. If your workers keep thinking about electricity, you probably need more of these.",,
objects.devices.cleaningbotdock,Cleaning Bot Dock,,
objects.devices.cleaningbotdock.desc,Parking space for one Cleaning Bot. Recharges the bot while it is idle.,,
objects.devices.cloningpod,Cloning Pod,,
objects.devices.cloningpod.desc,Grow your own colonists using this highly advanced laboratory equipment.,,
objects.devices.coffeemaker,Coffee Machine,,
objects.devices.coffeemaker.desc,"Load some beans, and it will brew you a hot cup of coffee.",,
objects.devices.communicator,Communicator,,
objects.devices.communicator.desc,Allows you to communicate with other space ships.,,
objects.devices.converter,Converter,,
objects.devices.converter.desc,Rearranges molecular structure of certain materials to convert resources from one type to another.,,
objects.devices.cookingstation,Cooking Station,,
objects.devices.cookingstation.desc,Manually operated mini-kitchen with a stove.,,
objects.devices.cpumodule,CPU Module ({0}Thz),2022-03-31,
objects.devices.cpumodule.desc,"The CPU Module will contribute computing power to your neural network, allowing you to control more workers simultaneously.",,
objects.devices.cpumodulemini,CPU Module ({0}Thz),2022-03-31,
objects.devices.cpumodulemini.desc,"The CPU Module will contribute computing power to your neural network, allowing you to control more workers simultaneously.",,
objects.devices.craftingstation,Crafting Station,,
objects.devices.craftingstation.desc,A semi-automated crafting station that requires a human operator.,,
objects.devices.directionalturret,Directional Turret,,
objects.devices.directionalturret.desc,A basic directional energy weapon. Needs electricity to charge itself.,,
objects.devices.disassembler,Disassembler,,
objects.devices.disassembler.desc,"Processes broken machinery (robots, drones, bots, etc.) to recover raw materials.",,
objects.devices.diskmodule,Disk Module ({0}ZB),,
objects.devices.diskmodule.desc,{0} Zettabytes of permanent storage for your research results and other data. Needs a small amount of electricity in order to be writable. Note that the Ship Computer will not detect newly connected modules while time is stopped.,,
objects.devices.diskmodulemini,Disk Module ({0}ZB),,
objects.devices.diskmodulemini.desc,{0} Zettabytes of permanent storage for your research results and other data. Needs a small amount of electricity in order to be writable. Note that the Ship Computer will not detect newly connected modules while time is stopped.,,
objects.devices.emergencysiren,Emergency Siren,,
objects.devices.emergencysiren.desc,Activate the Emergency Siren to gather everyone in the area where it is located. Great for building panic rooms.,,
objects.devices.energyconnector,Connector {0}-{1},,"{0} is capacity (number of slots), {1} is range (how far it can reach). Both are numeric values. It will be like ""Connector 8-24""."
objects.devices.energyconnector.desc,Wireless electricity connector with {0} sockets for your devices. Connects devices within a {1} tile radius. You can chain connectors together to expand your grid reach.,,
objects.devices.energyconnectorbig,Connector {0}-{1},,"{0} is capacity (number of slots), {1} is range (how far it can reach). Both are numeric values. It will be like ""Connector 8-24""."
objects.devices.energyconnectorbig.desc,Wireless electricity connector with {0} sockets for your devices. Connects devices within a {1} tile radius.,,
objects.devices.fabricator,Fabricator,,
objects.devices.fabricator.desc,"An advanced version of an Assembler that can produce much bigger, and more sophisticated, equipment.",,
objects.devices.floorsocket,Floor Socket {0}-{1},,"{0} is capacity (number of slots), {1} is range (how far it can reach). Both are numeric values. It will be like ""Floor Socket 8-24""."
objects.devices.floorsocket.desc,A short-range connector to organize your electricity grid. Offers {0} connection slots with a range of {1}.,,"{0} is a number of slots, {1} is a number that shows how far the connector can reach. There is no unit of measurement, it is refering to number of tiles on the game grid."
objects.devices.fluidcannon,Fluid Cannon,,
objects.devices.fluidcannon.desc,"Deals very little damage to beings, but it shoots and extinguishes fire.",,
objects.devices.fridge,Refrigerator,,
objects.devices.fridge.desc,A storage for food. Possibly also for medicine or other perishable objects.,2022-06-15,
objects.devices.ftldrive,FTL Drive,,
objects.devices.ftldrive.desc,Space curvature-based propulsion device that bends space-time in front of your ship to achieve faster-than-light travel speeds.<br><br>Can only be used in long-range flight.,,
objects.devices.furnace,Furnace,,
objects.devices.furnace.desc,Blast furnace that's typically used for smelting metal ores into usable materials.,,
objects.devices.fusiondrive,Fusion Drive,,
objects.devices.fusiondrive.desc,"A fusion propulsion engine, powered by electricity. Necessary for travel across different star systems.",2022-01-07,
objects.devices.grinder,Grinder,,
objects.devices.grinder.desc,Used for grinding larger materials into finer ones. Use this to turn rocks into soil or coal into carbon.,,
objects.devices.heater,Heater,,
objects.devices.heater.desc,Consumes electricity to bring the temperature up to 21°C (70°F). Larger areas will require more than one. Building these close to each other gives no benefit.,,
objects.devices.heatermini,Mini Heater,,
objects.devices.heatermini.desc,A compact personal heater recommended for small areas.,,
objects.devices.heatsink,Heat Sink,,
objects.devices.heatsink.desc,Build it close to your Ship Computer to slow down the overheating process. Adding more than a few will have diminishing effect.,,"Example of diminishing effect: Having 1 heatsink will reduce by 30%, having 2 will reduce by 50%, having 3 will reduce by 60%, having 10 will reduce by 70%. "
objects.devices.lightblock,Light Block,,
objects.devices.lightblock.desc,A configurable RGB-enabled light source. Looks great and shines bright.,,
objects.devices.loom,Loom,,
objects.devices.loom.desc,A device that can weave various materials and produce clothing.,,
objects.devices.matterreactor,Matter Reactor ({0}kW),,
objects.devices.matterreactor.desc,"A large reactor that burns raw materials to produce electricity. More efficient than the small version. Can produce up to {0}kW. Actual output may vary, depending on the electricity grid demand. If you have an electricity deficit and the reactor is not working, it's likely the power it produces is not enough to meet the demand. In this case, we suggest consulting the Electricity Grid Overlay. Occasionally the self-cleaning sequence will eject pieces of carbon residue.",,
objects.devices.matterreactormini,Matter Reactor ({0}kW),,
objects.devices.matterreactormini.desc,"A compact reactor that burns raw materials to produce electricity. Can produce up to {0}kW. Actual output may vary, depending on the electricity grid demand. If you have an electricity deficit and the reactor is not working, it's likely the {0}kW it produces is not enough to meet the demand. In this case, we suggest consulting the Electricity Grid Overlay. Occasionally the self-cleaning sequence will eject pieces of carbon residue.",,
objects.devices.memorymodule,Memory Module ({0}EB),,
objects.devices.memorymodule.desc,"{0} Exabytes of Memory (RAM). Memory is needed for complex real-time computations, most notably during the research of technologies. Note that the Ship Computer will not detect newly connected modules while time is stopped.",,
