Key,Translation,Version,Comment
obj.upgrades.,diskcompressionupgrade.desc,"L'algorithme avancé de compression en temps réel à faible surcharge fourni par cette puce ajoutera 50 % d'espace disque supplémentaire à tout appareil compatible avec un stockage sur disque. L'amélioration est cumulable.,"
obj.upgrades.,processorefficiencyupgrade,"Amélioration ""Efficacité du processeur""",
obj.upgrades.,processorefficiencyupgrade.desc,"Rend les installations de traitement (fours, extracteurs d'éléments nutritifs, broyeurs, etc.) plus rapides de 33 %. L'amélioration est cumulable.",
obj.upgrades.,reactorefficiencyupgrade,"Amélioration ""Eefficacité du réacteur""",
obj.upgrades.,reactorefficiencyupgrade.desc,Permet aux réacteurs compatibles d'utiliser 33 % de matière en moins pour produire le même rendement énergétique,
obj.upgrades.,shuttlestorageupgrade,"Amélioration ""Stockage de la navette""",
obj.upgrades.,shuttlestorageupgrade.desc,Augmente le stockage interne de la navette de 100,
obj.upgrades.,starcredsminingupgrade,Mineur de Starcreds,
obj.upgrades.,starcredsminingupgrade.desc,Permet de miner des Starcreds depuis l'ordinateur de bord du vaisseau.,
object.in.uns,afe.area,Objet en zone non sécurisée,
object.in.uns,afe.area.desc,"Cet objet est destiné à être utilisé par des êtres vivants, mais il est situé dans un environnement dangereux qui peut ne pas être accessible sans une combinaison spatiale.<br><br>Utilisez les surcouches de ""pièces"", de ""température"" et ""d'oxygène"" pour résoudre le problème.",
object.no.lon,ger.available,L'objet a été détruit,
objects,Objet,s,
objects.cosme,tics.emblem1x1,Petit emblème,
objects.cosme,tics.emblem1x1.desc,Vous pouvez décorer votre vaisseau avec des emblèmes personnalisés,
objects.cosme,tics.emblem2x2,Emblème moyen,
objects.cosme,tics.emblem2x2.desc,Vous pouvez décorer votre vaisseau avec des emblèmes personnalisés,
objects.cosme,tics.emblem3x3,Grand emblème,
objects.cosme,tics.emblem3x3.desc,Vous pouvez décorer votre vaisseau avec des emblèmes personnalisés,
objects.devic,es.assembler,Assembleur,
objects.devic,es.assembler.desc,Un dispositif d'assemblage à usage général pour fabriquer des objets à partir de matières premières. Nécessite des recherches supplémentaires pour débloquer des plans.,
objects.devic,es.autodoc,AutoDoc,
objects.devic,es.autodoc.desc,Un pod médical avancé qui peut effectuer une micro-chirurgie et traiter divers problèmes de santé.,
objects.devic,es.autokitchen,Cuisine automatique,
objects.devic,es.autokitchen.desc,Imprime des aliments pour vos colons.,
objects.devic,es.battery,Batterie ({0}kW),
objects.devic,es.battery.desc,Une batterie ordinaire pour stocker l'énergie. Peut produire jusqu'à {0} kW.,
objects.devic,es.battery2,Batterie ({0} kW),
objects.devic,es.battery2.desc,Une grosse batterie pour stocker l'énergie. Peut produire jusqu'à {0} kW.,
objects.devic,es.battery3,Batterie nucléaire ({0} kW),
objects.devic,es.battery3.desc,Une énorme batterie nucléaire pour stocker l'énergie. Peut produire jusqu'à {0} kW.,
objects.devic,es.betawavetransceiver,Émetteur-récepteur d'onde bêta,
objects.devic,es.betawavetransceiver.desc,"Lorsqu'il est activé, cet appareil vous permettra d'influencer les êtres biologiques en modifiant leurs priorités de travail et en leur donnant des ordres directs",
objects.devic,es.beveragecooler,Refroidisseur de boissons,
objects.devic,es.beveragecooler.desc,Un stockage pour les boissons.,
objects.devic,es.breachcapsule,Breach Capsule Port,
objects.devic,es.breachcapsule.desc,Oh oh. On dirait que quelqu'un est sur le point de se faire agresser !,
objects.devic,es.bridgecontrols,Contrôles de pont,
objects.devic,es.bridgecontrols.desc,Ajoute une fonction de pilote automatique qui donne accès à Star Map et permet les voyages dans l'espace.,
objects.devic,es.chargestation,Station de recharge,
objects.devic,es.chargestation.desc,"Un endroit pour recharger vos robots et drones. Il est recommandé d'en avoir plusieurs. Si vos travailleurs continuent de penser à l'électricité, vous en avez probablement besoin de plus.",
objects.devic,es.cleaningbotdock,Nettoyage de la station d'accueil des robots,
objects.devic,es.cleaningbotdock.desc,Place de parking pour un robot de nettoyage. Recharge le bot lorsqu'il est inactif,
objects.devic,es.cloningpod,Pod de clonage,
objects.devic,es.cloningpod.desc,Cultivez vos propres colons à l'aide de cet équipement de laboratoire très avancé.,
objects.devic,es.coffeemaker,Cafetière,
objects.devic,es.coffeemaker.desc,Chargez des grains et cela vous préparera une tasse de café chaud.,
objects.devic,es.communicator,Communicateur,
objects.devic,es.communicator.desc,"Étend les fonctionnalités de votre radar en ajoutant des options de communication. Envoyez et recevez des messages depuis l'espace ! Très probablement, envoyez simplement, mais ne perdez jamais espoir. [PAS ENCORE MIS EN ŒUVRE]",
objects.devic,es.converter,Convertisseur,
objects.devic,es.converter.desc,Réorganise la structure moléculaire de certains matériaux pour les convertir en ressources d'un autre type.,
objects.devic,es.cookingstation,Station de cuisson,
objects.devic,es.cookingstation.desc,Mini-cuisine manuelle avec cuisinière,
objects.devic,es.cpumodule,Module CPU ({0}Thz),2022-03-31,
objects.devic,es.cpumodule.desc,"Le module CPU contribuera à la puissance de calcul de votre réseau neuronal, vous permettant de contrôler plus de travailleurs simultanément.",
objects.devic,es.cpumodulemini,Module CPU ({0}Thz),2022-03-31,
objects.devic,es.cpumodulemini.desc,"Le module CPU contribuera à la puissance de calcul de votre réseau neuronal, vous permettant de contrôler plus de travailleurs simultanément.",
objects.devic,es.craftingstation,Station d'artisanat,
objects.devic,es.craftingstation.desc,Une station de fabrication semi-automatisée nécessitant un opérateur humain.,
objects.devic,es.directionalturret,Tourelle directionnelle,
objects.devic,es.directionalturret.desc,Une arme à énergie directionnelle de base. A besoin d'électricité pour se recharger.,
objects.devic,es.disassembler,Désassembleur,
objects.devic,es.disassembler.desc,"Traite les machines cassées (robots, drones, bots, etc.) pour récupérer les matières premières",
objects.devic,es.diskmodule,Module de disque ({0}ZB),
objects.devic,es.diskmodule.desc,{0} zettaoctets de stockage permanent pour vos résultats de recherche et autres données. Nécessite une petite quantité d'électricité pour être inscriptible. Notez que l'ordinateur de bord ne détectera pas les modules nouvellement connectés lorsque le temps est arrêté.,
objects.devic,es.diskmodulemini,Module de disque ({0}ZB),
objects.devic,es.diskmodulemini.desc,{0} Zettaoctets de stockage permanent pour vos résultats de recherche et autres données. Nécessite une petite quantité d'électricité pour être inscriptible. Notez que l'ordinateur de bord ne détectera pas les modules nouvellement connectés lorsque le temps est arrêté.,
objects.devic,es.emergencysiren,Sirène d'urgence,
objects.devic,es.emergencysiren.desc,Activez la sirène d'urgence pour rassembler tout le monde dans la même zone où elle se trouve. Idéal pour la construction de salles de panique.,
objects.devic,es.energyconnector,Connecteur {0}-{1},
objects.devic,es.energyconnector.desc,Connecteur électrique sans fil avec {0} prises pour vos appareils. Connecte les appareils dans un rayon de {1} tuiles. Vous pouvez enchaîner les connecteurs pour étendre la portée de votre réseau.,
objects.devic,es.energyconnectorbig,Connecteur {0}-{1},
objects.devic,es.energyconnectorbig.desc,"Connecteur électrique sans fil avec {0} prises pour vos appareils. Connecte les appareils dans un rayon de {1} tuiles.",
objects.devic,es.fabricator,Fabricateur,
objects.devic,es.fabricator.desc,Une version avancée de l'assembleur qui peut produire des équipements beaucoup plus gros et plus sophistiqués,
objects.devic,es.floorsocket,Connecteur au sol {0}-{1},
objects.devic,es.floorsocket.desc,Un connecteur de courte portée pour organiser votre réseau électrique. Offre {0} emplacements de connexion avec une distance de {1} cases.
objects.devic,es.fluidcannon,Canon à fluide,
objects.devic,es.fluidcannon.desc,"Inflige très peu de dégâts aux êtres, mais tire et éteint le feu",
objects.devic,es.fridge,Réfrigérateur,
objects.devic,es.fridge.desc,Un stockage pour la nourriture et les boissons. Peut-être pour des médicaments ou d'autres objets périssable.,2022-06-15,
objects.devic,es.ftldrive,Propulseur FTL,
objects.devic,es.ftldrive.desc,Dispositif de propulsion basé sur la courbure de l'espace qui plie l'espace-temps devant votre vaisseau pour atteindre des vitesses de déplacement plus rapides que la lumière.<br><br>Ne peut être utilisé qu'en vol longue distance.,
objects.devic,es.furnace,Fourneau,
objects.devic,es.furnace.desc,"Haut fourneau, généralement utilisé pour la fusion de minerais métalliques en matériaux utilisables",
objects.devic,es.fusiondrive,Propulseur à reaction,
objects.devic,es.fusiondrive.desc,"Un propulseur à fusion, alimenté par l'électricité. Nécessaire pour voyager à travers différents systèmes stellaires.",2022-01-07,
objects.devic,es.grinder,Broyeur,
objects.devic,es.grinder.desc,Utilisé pour broyer des matériaux plus gros en plus fins. Utilisez-le pour transformer les roches en sol ou le charbon en carbone.,
objects.devic,es.heater,Chauffe-eau,
objects.devic,es.heater.desc,Consomme de l'électricité pour amener la température jusqu'à 21°C (70°F). Les zones plus grandes en nécessiteront plus d'un. Les construire à proximité les uns des autres n'apporte aucun avantage.,
objects.devic,es.heatermini,Mini-chauffage,
objects.devic,es.heatermini.desc,Un radiateur individuel compact recommandé pour les petites surfaces.,
objects.devic,es.heatsink,Dissipateur de chaleur,
objects.devic,es.heatsink.desc,Construisez-le près de votre ordinateur de bord pour ralentir le processus de surchauffe. En ajouter plus que quelques-uns aura un effet décroissant.,
objects.devic,es.lightblock,Bloc lumineux,
objects.devic,es.lightblock.desc,Une source lumineuse RVB configurable. A fière allure et brille de mille feux.,
objects.devic,es.loom,Métier à tisser,
objects.devic,es.loom.desc,Un appareil qui peut tisser divers matériaux et produire des vêtements,
objects.devic,es.matterreactor,Réacteur de matière ({0}kW),
objects.devic,es.matterreactor.desc,"Un grand réacteur qui brûle des matières premières pour produire de l'électricité. Peut produire jusqu'à {0} kW. La production réelle peut varier en fonction de la demande du réseau électrique. Si vous avez un déficit d'électricité, mais que le réacteur ne fonctionne pas, il est fort probable que la puissance qu'il produirait ne serait pas suffisante pour répondre à la demande, dans ce cas nous vous suggérons de consulter le Electricity Grid Overlay. Parfois, la séquence d'auto-nettoyage éjectera des morceaux de résidus de carbone.",
objects.devic,es.matterreactormini,Réacteur de matière ({0}kW),
objects.devic,es.matterreactormini.desc,"Un réacteur compact qui brûle des matières premières pour produire de l'électricité. Peut produire jusqu'à {0} kW. La production réelle peut varier en fonction de la demande du réseau électrique. Si vous avez un déficit d'électricité, mais que le réacteur ne fonctionne pas, il est fort probable que les {0} kW qu'il produirait ne seraient pas suffisants pour répondre à la demande, dans ce cas nous vous suggérons de consulter le Electricity Grid Overlay. Parfois, la séquence d'auto-nettoyage éjectera des morceaux de résidus de carbone.",
objects.devic,es.memorymodule,Module mémoire ({0}EB),
objects.devic,es.memorymodule.desc,"{0} exaoctets de mémoire (RAM). La mémoire est nécessaire pour les calculs complexes en temps réel, notamment lors de la recherche de technologies. Notez que l'ordinateur de bord ne détectera pas les modules nouvellement connectés lorsque le temps est arrêté.",
objects.devic,es.memorymodulemini,Module mémoire ({0}EB),
objects.devic,es.memorymodulemini.desc,"{0} exaoctets de mémoire (RAM). La mémoire est nécessaire pour les calculs complexes en temps réel, notamment lors de la recherche de technologies. Notez que l'ordinateur de bord ne détectera pas les modules nouvellement connectés lorsque le temps est arrêté.",
objects.devic,es.mlbooth,Kiosque ML,
objects.devic,es.mlbooth.desc,La cabine d'apprentissage automatique permet de former vos travailleurs à effectuer des tâches spécifiques avec une plus grande efficacité,
objects.devic,es.nuclearreactor,Réacteur nucléaire ({0}MW),
objects.devic,es.nuclearreactor.desc,Un réacteur puissant qui nécessite du combustible nucléaire,
objects.devic,es.nutrientextractor,Extracteur de nutriments,
objects.devic,es.nutrientextractor.desc,"Extrait et stocke les nutriments et les matières premières des plantes récoltées. Aussi de Bob et Bill qui sont tous deux décédés d'une mort tragique il y a 2 heures. Assurez-vous simplement que personne ne regarde, certains colons ne seraient pas heureux de savoir comment la saucisse est faite. Sélectionnez l'action ""Extraire les nutriments"" sur un humain mort (ou vivant) pour voir comment cela fonctionne. Les plantes sont récoltées et amenées ici automatiquement.",
objects.devic,es.oxygenpump,Pompe à oxygène,
objects.devic,es.oxygenpump.desc,"Produit de l'oxygène. Un devrait suffire pour remplir une zone de taille moyenne. Placer plus d'un à proximité n'a aucun avantage. Il est recommandé de vérifier la surcouche de ""température"" avant de placer cet article, si de l'oxygène est produit dans des zones extrêmement chaudes, la pièce prendra feu.",
objects.devic,es.particlecollector,Collecteur de particules,
objects.devic,es.particlecollector.desc,Une percée scientifique récente permet à ce collecteur de capturer des particules parasites dans l'espace pour produire des matières premières au fil du temps. Vous devez le configurer pour cibler des types de matériaux spécifiques.,
objects.devic,es.planter,Grande jardinière,
objects.devic,es.planter.desc,"Convient à une grande plante ou 4 petites.",2022-03-20,
objects.devic,es.plantermini,Mini jardinière,
objects.devic,es.plantermini.desc,"Une petite boîte hydroponique pour faire pousser une plante. Nécessite de l'électricité et des niveaux appropriés de température et d'oxygène pour que les plantes poussent.",2022-03-19,
objects.devic,es.probe,Sonde,
objects.devic,es.probe.desc,Vous pouvez lancer des sondes vers des parties éloignées d'un système stellaire pour scanner des planètes à distance. Chaque sonde ne peut être utilisée qu'une seule fois.,
objects.devic,es.quantumbarrier,Bouclier quantique,
objects.devic,es.quantumbarrier.desc,"Génère un champ de force puissant, capable de protéger le vaisseau contre les météoroïdes et les astéroïdes de toutes tailles. Nécessite une longue et coûteuse charge entre les utilisations.",
objects.devic,es.radar,Radar,
objects.devic,es.radar.desc,"Scanne les environs et alerte de manière préventive sur les corps entrants (astéroïdes, vaisseaux, anomalies). Peut scanner des planètes et d'autres objets spatiaux à la recherche de ressources.",
